id,mapAddress,name,License Type,Last Inspection Date,License Number
MjY0MzEw,125 WATER ST WARREN RI 02885,SIMPLY DEVINE CATERING,Caterer or Commissary,03-30-2017,FSV29302
NDE1MjM3,125 WATER ST WARREN RI 02885,MERIENDA,Seats -  Less than 50,03-30-2017,FSV31883
MjQ0MDY2,88 WEST WARWICK AVENUE WEST WARWICK RI 02893,DUNKIN DONUTS,Seats -  Less than 50,03-29-2017,FSV20864
MjUxMTYz,170 FRANKLIN STREET BRISTOL RI 02809,CASUAL INN,Seats - 50 or More,03-29-2017,FSV21305
MjU2NzMw,2070 NOOSENECK HILL ROAD COVENTRY RI 02816,COVENTRY PETROLEUM FOOD & REPAIR,Cash Registers - 1-2,03-29-2017,MRK07205
MjU5Njc5,289 COWESETT AVENUE WEST WARWICK RI 02893,SUBWAY,Seats -  Less than 50,03-29-2017,FSV26627
MjYyMTgz,BLDG #3 WARWICK RI 02886,CARRABBA'S ITALIAN GRILL,Seats - 50 or More,03-29-2017,FSV28157
MjQyOTI5,645 OAKLAND BEACH AVENUE WARWICK RI 02889,OAKLAND BEACH VOLUNTEER FIRE COMPANY,Food Service (Non-Profit),03-28-2017,FSV01866
MjQzODg4,1400 DIVISION ROAD WEST WARWICK RI 02893,AMTROL INC,Seats - 50 or More,03-28-2017,FSV01957
MjU0Njg1,282 MENDON ROAD WOONSOCKET RI 02895,J & D PIZZA,Seats - 50 or More,03-28-2017,FSV23551
MjU1MTY1,146 GANSETT AVENUE CRANSTON RI 02910,ICHIBAN RESTAURANT,Seats - 50 or More,03-28-2017,FSV24067
MjU2MjA1,49 ELMWOOD AVE PROVIDENCE RI 02907,LA GIGANTE MEAT MARKET INC,Cash Registers - 1-2,03-28-2017,MRK07170
MjU4NDA5,2708 SOUTH COUNTY TRAIL EAST GREENWICH RI 02818,NATALES ITALIAN MARKETPLACE AND DELI INC,Seats -  Less than 50,03-28-2017,FSV26132
MjU5Nzk2,THAYER ARENA WARWICK RI 02889,CAGNEY FOOD SERVICE AT THAYER ARENA SNACK BAR,Seats -  Less than 50,03-28-2017,FSV26669
MjYzMzE0,710 ELM ST WOONSOCKET RI 02895,A AND S VARIETY,Seats -  Less than 50,03-28-2017,FSV31139
MjYzODQ5,242-244 COWESETT AVE WEST WARWICK RI 02893,SHELL,Cash Registers - 1-2,03-28-2017,MRK08256
MzU4NjY3,82 ROLFE ST CRANSTON RI 02910,CHARACTERS CAFE,Food Service (Non-Profit),03-28-2017,FSV30552
NDE1NTA4,2000 DIAMOND HILL RD UNIT 16 WOONSOCKET RI 02895,OLLIES BARGAIN OUTLET INC,Cash Registers - 3-5 ,03-28-2017,MRK09001
NDE1NTE1,1030 TIOGUE AVENUE COVENTRY RI 02816,MARATHON BREAD,Retail Food Peddler,03-28-2017,MRK08990
MjU3NTI3,90-92 PERSHING AVENUE SOUTH KINGSTOWN RI 02879,BAGELZ THE BAGEL BAKERY,Seats - 50 or More,03-27-2017,FSV25623
MjU4ODg1,116 GRANITE STREET WESTERLY RI 02891,PHILS MARKETPLACE,Seats -  Less than 50,03-27-2017,FSV26715
MjYxODUx,275 WARWICK AVENUE CRANSTON RI 02920,STOP AND SHOP NO 2702,Cash Registers - 6 or more ,03-27-2017,MRK08128
MjYzMTcy,615 GREENWICH AVE UNIT 7 WARWICK RI 02886,SUBWAY,Seats -  Less than 50,03-27-2017,FSV28822
MjY0NjM1,7659-63 POST RD NORTH KINGSTOWN RI 02852,O SUSHI RESTAURANT AND BAR,Seats - 50 or More,03-27-2017,FSV29484
MjY1MzU0,3854 POST RD WARWICK RI 02886,THE SHANTY,Seats - 50 or More,03-27-2017,FSV29975
MzU5MDEy,2ND FLR NORTH KINGSTOWN RI 02852,WIDE WORLD OF INDOOR SPORTS,Seats -  Less than 50,03-27-2017,FSV30594
NDEzODU2,989 CENTERVILE RD WARWICK RI 02886,TGI FRIDAYS,Seats - 50 or More,03-27-2017,FSV31098
NDEzOTQw,1ST FLR  NORTH KINGSTOWN RI 02852,WIDE WORLD OF INDOOR SPORTS SOUTH,Seats -  Less than 50,03-27-2017,FSV31095
MjYwNjQ5,UNIT 8 WESTERLY RI 02891,KELLEYS DELI,Seats -  Less than 50,03-24-2017,FSV27227
NDEzNjM1,84 HIGH ST WESTERLY RI 02891,PIZZERIA LONGO,Seats - 50 or More,03-24-2017,FSV31256
NDE1NDUw,796 AQUIDNECK AVE MIDDLETOWN RI 02842,ISLAND GREENS,Food Processor Retail - In-State,03-24-2017,FPR04765
MjQwMzc0,80 POINT JUDITH ROAD NARRAGANSETT RI 02882,NEW DRAGON RESTAURANT,Seats - 50 or More,03-23-2017,FSV15700
MjQwNzUw,135 BROAD STREET CUMBERLAND RI 02864,FRIENDLY SONS OF ST PATRICKS,Food Service (Non-Profit),03-23-2017,FSV16315
MjQzMDQ5,515 KINGSTOWN ROAD SOUTH KINGSTOWN RI 02879,RHODY JOE'S RESTAURANT,Seats - 50 or More,03-23-2017,FSV18774
MjUxMDIy,1 JAMES J MCKEE WAY CUMBERLAND RI 02864,BOYS & GIRLS CLUB OF CUMBERLAND/LINCOLN,Food Service (Non-Profit),03-23-2017,FSV21664
MjM5Mjc0,1916 KINGSTOWN ROAD SOUTH KINGSTOWN RI 02879,TONYS PIZZA PLACE,Seats - 50 or More,03-22-2017,FSV01351
MjQ4NjU0,69 FRIENDSHIP STREET WESTERLY RI 02891,CUMBERLAND FARMS NO 1130,Cash Registers - 1-2,03-22-2017,MRK03732
MjUwNzg3,1013 CASS AVENUE WOONSOCKET RI 02895,KAYS RESTAURANT,Seats - 50 or More,03-22-2017,FSV21166
MjU3Mzc1,74 SOUTH MAIN ST WOONSOCKET RI 02895,"RIVER FALLS, THE",Seats - 50 or More,03-22-2017,FSV25233
MjU5ODE4,4120 QUAKER LANE NORTH KINGSTOWN RI 02852,GREGG'S RESTAURANTS,Seats - 50 or More,03-22-2017,FSV26688
MjY1ODM5,57 SHORE RD UNIT E AND F WESTERLY RI 02891,MISQUAMICUT SANDWICH COMPANY,Seats -  Less than 50,03-22-2017,FSV30016
NDE0MjQ0,UNIT 16 WESTERLY RI 02891,JU SUSHI,Seats -  Less than 50,03-22-2017,FSV31290
MjQ0NTIx,1717 TEN ROD ROAD NORTH KINGSTOWN RI 02852,OATLEYS RESTAURANT,Seats - 50 or More,03-21-2017,FSV20187
MjU1MTkx,570 RESERVOIR AVENUE CRANSTON RI 02910,UNCLE SUSHI AND GRILL,Seats -  Less than 50,03-21-2017,FSV23842
MzU4Mjc4,5 WELLINGTON RD LINCOLN RI 02865,CORPORATE CHEFS AT MATERION,Seats -  Less than 50,05-01-2018,FSV30233
MzU4Mjgy,465 PINE ST PROVIDENCE RI 02907,PINE FOOD MARKET LLC,Cash Registers - 1-2,05-01-2018,MRK08553
NDE0NTE5,1848 SMITH ST NORTH PROVIDENCE RI 02911,SORRENTO RESTAURANT,Seats - 50 or More,05-01-2018,FSV31354
NDE0Nzk4,1100 MAIN ST COVENTRY RI 02816,COVENTRY MART,Cash Registers - 1-2,05-01-2018,MRK09209
NDE1MTg3,38 PONTIAC AVE  PROVIDENCE RI 02907,EBISU RESTAURANT,Seats -  Less than 50,05-01-2018,FSV31803
MjYzNTcw,1814 BOSTON NECK ROAD NORTH KINGSTOWN RI 02852,PLUM POINT BISTRO,Seats - 50 or More,03-21-2017,FSV28890
NDE0Mzc0,885 POST RD WARWICK RI 02888,ZERO POINT INC,Cash Registers - 1-2,03-21-2017,MRK08984
NDE0OTQ5,220 HILLSIDE RD CRANSTON RI 02920,ANTHONYS COAL FIRED PIZZA OF CRANSTON LLC,Seats - 50 or More,03-21-2017,FSV31971
NDE1MTUy,34 POND ST WESTERLY RI 02891,TRI COUNTY COMMUNITY ACTION AGENCY WESTERLY HEAD START,Food Service (Non-Profit),03-21-2017,FSV31984
NDE1MjUw,266 PUTNAM PK SMITHFIELD RI 02917,PARMA RISTORANTE,Seats -  Less than 50,03-21-2017,FSV31841
MjM5NDI0,124 WOODY HILL ROAD WESTERLY RI 028080292,BRADFORD CITIZEN'S CLUB INC,Seats - 50 or More,03-20-2017,FSV13926
MjQ4MTAy,1745 MAIN STREET WEST WARWICK RI 028937414,FAMILY DOLLAR STORES OF RI NO 3538,Cash Registers - 1-2,03-20-2017,MRK05885
MjQ4MjI4,11 POST ROAD WESTERLY RI 02891,7 ELEVEN 32509-B,Cash Registers - 1-2,03-20-2017,MRK06013
MjU3MTYx,112 WATERMAN AVENUE PROVIDENCE RI 02906,HARUKI EXPRESS,Seats -  Less than 50,03-20-2017,FSV25475
MjYxMTMz,140 POINT JUDITH ROAD NARRAGANSETT RI 02882,ARTURO JOES,Caterer or Commissary,03-20-2017,FSV27548
MjYxMzUy,406 B  MAIN STREET SOUTH KINGSTOWN RI 02879,MELDGIES RIVERS EDGE CAFE,Seats -  Less than 50,03-20-2017,FSV27687
MjYyNTcw,15 SOUTH COUNTY COMMONS WAY SOUTH KINGSTOWN RI 02879,APPLEBEE'S NEIGHBORHOOD GRILL AND BAR,Seats - 50 or More,03-20-2017,FSV28474
MjY1NTg2,375 PUTNAM PIKE SMITHFIELD RI 02917,EDIBLE ARRANGEMENTS,Food Processor Retail - In-State,03-20-2017,FPR03917
MjY1NjM2,2190 BROAD ST CRANSTON RI 02905,FELLINI PIZZERIA,Seats - 50 or More,03-17-2017,FSV30333
MjY1Nzkx,NO E1 E2 SOUTH KINGSTOWN RI 02879,TONG D ASIAN BISTRO,Seats - 50 or More,03-17-2017,FSV30584
NDE0ODM4,11 WADCHU RD WESTERLY RI 02891,ROSES KITCHEN,Food Processor Retail - In-State,03-17-2017,FPR04665
NDE1Mzcx,BUTTER CUISINE WARREN RI 02885,BUTTER CUISINE,Retail Food Peddler,03-17-2017,MRK08983
MjM4OTUy,RHODE ISLAND HOSPITAL MAIN PATIENT PROVIDENCE RI 02903,RHODE ISLAND HOSPITAL MAIN PATIENT,Food Service (Non-Profit),03-16-2017,FSV00115
MjQ0NTgx,49 GOVERNOR STREET CRANSTON RI 02910,LAUREL HILL SOCIAL CLUB,Seats -  Less than 50,03-16-2017,FSV02270
MjQ1NjE0,137 KILVERT ST WARWICK RI 02886,JEFFERSON GRILLE,Seats - 50 or More,03-16-2017,FSV07599
MjQ5NjE5,17 MILL STREET CUMBERLAND RI 02864,VALLEY PARK PUB,Seats -  Less than 50,03-16-2017,FSV20694
MjYwMTE5,7 HAVEN AVENUE CRANSTON RI 02920,NELSON-MACK NARRAGANSETT VFW 4651,Seats - 50 or More,03-16-2017,FSV26825
MjYwMjI5,820 POST ROAD WARWICK RI 02888,MCDONALDS,Seats - 50 or More,03-16-2017,FSV27056
MjYzMTIx,760 TIOGUE AVE COVENTRY RI 02816,FAT BELLYS IRISH PUB,Seats - 50 or More,03-16-2017,FSV28632
NDE0MjUy,49 BEACH ST WESTERLY RI 02891,TONY TS RESTAURANT,Seats -  Less than 50,03-16-2017,FSV31253
MjM4NjM5,110 MAPLE AVENUE BARRINGTON RI 02806,VIENNA BAKERY INC,Food Processor Wholesale - In-State,03-15-2017,FPR00446
MjQ5OTE5,1143 MAIN STREET WEST WARWICK RI 02893,CLUB FRONTENAC INC,Food Service (Non-Profit),03-15-2017,FSV20847
MjU3MTU5,UNIT 8 NARRAGANSETT RI 02882,MARINER GRILLE,Seats - 50 or More,03-15-2017,FSV25044
MjU3Mjk5,622 GEORGE WASHINGTON HIGHWAY LINCOLN RI 02865,DOLLAR TREE NO 3579,Cash Registers - 3-5 ,03-15-2017,MRK07286
MjU3NDUy,SUITE 20 EAST GREENWICH RI 02818,DAVES GOURMET FRUIT AND GIFT BASKETS,Cash Registers - 1-2,03-15-2017,MRK07333
MjU4MDY4,1200 QUAKER LANE EAST GREENWICH RI 028181688,TEXAS ROADHOUSE,Seats - 50 or More,03-15-2017,FSV26080
MjU4MjAw,SUITE 20 EAST GREENWICH RI 02818,DAVES MARKETPLACE,Caterer or Commissary,03-15-2017,FSV25970
NDEzODg4,70 PETTACONSETT CRANSTON RI 02920,KNIGHTS OF COLUMBUS,Food Service (Non-Profit),03-15-2017,FSV31796
NDE1NDM5,53 WEYBOSSET ST PROVIDENCE RI 02903,OLYMPIA GOURMET DELI INC,Cash Registers - 1-2,03-15-2017,MRK08987
MjQ0NTI5,918 MAIN STREET WEST WARWICK RI 02893,PIC CLUB,Seats - 50 or More,03-13-2017,FSV02047
MjQ0NjA5,1477 ATWOOD AVENUE JOHNSTON RI 02919,KENTUCKY FRIED CHICKEN OF JOHNSTON INC,Seats -  Less than 50,03-13-2017,FSV02377
MjQ3MTY2,WALNUT HILL PLAZA WOONSOCKET RI 02895,OCEAN STATE JOB LOT OF WOONSOCKET INC,Cash Registers - 6 or more ,03-13-2017,MRK04625
MjQ3MzEy,57 SHORE ROAD WESTERLY RI 02891,SHORECREST STORE,Cash Registers - 1-2,03-13-2017,MRK04951
MjQ3ODkw,PARK SQUARE WOONSOCKET RI 02895,OCEAN STATE JOB LOT OF WEST WOONSOCKET INC,Cash Registers - 6 or more ,03-13-2017,MRK05671
MjU4Nzc4,289 1  COWESETT AVENUE WEST WARWICK RI 02893,SILVER CRYSTAL RESTAURANT,Seats - 50 or More,03-13-2017,FSV26034
MjU1NjMx,23 CANAL STREET WESTERLY RI 02891,HILLTOP CAFE,Seats - 50 or More,03-10-2017,FSV24293
MjQ0NDY4,1229 WARWICK AVENUE WARWICK RI 02888,RIGATONI'S FAMILY RESTAURANT,Seats - 50 or More,03-09-2017,FSV20134
MjQyMjI2,160 DRAPER AVENUE WARWICK RI 02889,CHILD INC,Food Service (Non-Profit),03-08-2017,FSV17983
MjU3NjI3,969 BALD HILL ROAD WARWICK RI 02886,CHIPOTLE MEXICAN GRILL,Seats -  Less than 50,03-08-2017,FSV25624
MjU3OTI4,228 PROVIDENCE STREET WEST WARWICK RI 02893,AMICI CLUB,Food Service (Non-Profit),03-08-2017,FSV25681
MjU5MDE2,389 GREENWICH AVENUE WARWICK RI 02886,ST PAUL LUTHERAN CHURCH,Food Service (Non-Profit),03-08-2017,FSV27876
MjYyMTkx,UNIT E8 WESTERLY RI 02891,THE FISHERY,Cash Registers - 1-2,03-08-2017,MRK08057
MzU4NTE3,620 PUTNAM PK GREENVILLE RI 02828,ST PHILIP FOOD PANTRY,Food Service (Non-Profit),03-08-2017,FSV30543
NDE0MDc3,90 SUMMER ST PROVIDENCE RI 02903,MIRAGE,Seats -  Less than 50,03-08-2017,FSV31177
MjQ0ODU0,285 SMITHFIELD AVENUE PAWTUCKET RI 02860,GREENE SCHOOL,Food Service (Non-Profit),03-07-2017,FSV03136
NjEyMjU0,957 RESERVOIR AVE CRANSTON RI 02910,RED ARMOUR,Seats - 50 or More,05-01-2018,FSV32727
NjEyMzM3,402 WASHINGTON ST COVENTRY RI 02816,SHERRIS COME ALONG INN LLC,Seats -  Less than 50,05-01-2018,FSV32719
NjEyNDE5,292 WESTMINSTER ST  PROVIDENCE RI 02903,YOLENIS,Seats - 50 or More,05-01-2018,FSV32721
NjEyNTAz,500 BROAD ST STE 6 PROVIDENCE RI 02907,RITE AID NO 06727,Cash Registers - 6 or more ,05-01-2018,MRK09150
NjYyNjgy,1852 SMITH ST UNIT C NORTH PROVIDENCE RI 02911,JADE HOUSE CHINESE RESTAURANT,Seats - 50 or More,05-01-2018,FSV32750
MjQ1NjU0,63 BRIAR LANE SOUTH KINGSTOWN RI 02881,KINGSTON PIZZA,Seats -  Less than 50,03-07-2017,FSV07834
MjQ4MTI4,834 PROVIDENCE STREET WEST WARWICK RI 02893,CVS PHARMACY NO 2384,Cash Registers - 3-5 ,03-07-2017,MRK05912
MjUzNjY1,703 PROVIDENCE STREET WEST WARWICK RI 02893,NATICK MART FOOD STORE LLC,Cash Registers - 1-2,03-07-2017,MRK06724
MjU3MTUw,206 THAMES STREET NEWPORT RI 02840,GAS LAMP GRILLE,Seats - 50 or More,03-07-2017,FSV25063
MjY0MDI4,949-951 NAMQUID DR WARWICK RI 02888,LEFAVORITE BAKERY LLC,Food Processor Retail - In-State,03-07-2017,FPR03449
NDE0OTI4,133 DELAINE ST PROVIDENCE RI 02909,DR DAY CARE PROVIDENCE,Seats - 50 or More,03-07-2017,FSV31966
NDE1NDY4,1 CENTERVILLE RD WARWICK RI 02886,CAPTAINS CATCH WARWICK,Cash Registers - 1-2,03-07-2017,MRK08979
MjYwNzc4,221 THAYER STREET PROVIDENCE RI 02906,NEW METRO MART,Cash Registers - 1-2,03-06-2017,MRK07804
MjY0MjAy,15 CANAL ST WESTERLY RI 02891,84 TAVERN ON CANAL,Seats - 50 or More,03-06-2017,FSV29272
MjY1ODA0,1190 QUAKER LANE WARWICK RI 02886,SEASONS CORNER MARKET,Food Processor Retail - In-State,03-06-2017,FPR04049
MjM5NTE3,610 DOUGLAS PIKE BURRILLVILLE RI 02830,WESTERN HOTEL,Seats -  Less than 50,03-03-2017,FSV14108
MjQ0ODc5,170 PROVIDENCE ST WOONSOCKET RI 02895,SERIOS FISH & CHIP,Seats -  Less than 50,03-03-2017,FSV03190
NDE1NDY2,72 BUCKTHORNE AVE RIVERSIDE RI 02915,MIKES CITY DOGS,Mobile Food Service,03-03-2017,FSV31968
MjQ4Njg1,1860 MAIN ROAD TIVERTON RI 02878,CUMBERLAND FARMS NO 1121,Cash Registers - 1-2,03-02-2017,MRK03775
MjU2NzI3,945 BOSTON NECK ROAD NARRAGANSETT RI 02882,CATARINAS ITALIAN VILLAGE RESTAURANT,Seats - 50 or More,03-02-2017,FSV24715
MjU3MDQy,1729 WARWICK AVENUE WARWICK RI 02889,SOPHIAS TUSCAN GRILLE,Caterer or Commissary,03-02-2017,FSV24960
MjU3NzU5,2448 WEST SHORE ROAD WARWICK RI 02889,ANTONIOS BAKERY AND CHARLIES DELI,Caterer or Commissary,03-02-2017,FSV25805
MjU5NTI0,425 QUAKER LANE WEST WARWICK RI 02893,RT 2 SUNOCO,Cash Registers - 1-2,03-02-2017,MRK07630
NDE0NjI3,3362 KINGSTOWN RD WEST KINGSTON RI 02892,TLC COFFEE,Seats -  Less than 50,03-02-2017,FSV31448
NDE1MTAx,191 AIRPORT RD WARWICK RI 02889,BY THE BAY SMOKE SHOP LLC,Seats -  Less than 50,03-02-2017,FSV31775
MjQwNDY0,1240 NORTH MAIN STREET PROVIDENCE RI 02904,SAINT RAYMONDS CHURCH,Food Service (Non-Profit),03-01-2017,FSV15838
MjY0Mzkx,288 ATWOOD AVE CRANSTON RI 02920,THIRSTY BEAVER PUB AND GRUB,Seats - 50 or More,03-01-2017,FSV29365
NDE1MTgx,725 BRANCH AVE PROVIDENCE RI 02904,GOLDEN PALACE CHINESE RESTAURANT,Seats -  Less than 50,03-01-2017,FSV31944
MjQzMjg2,415 PALMER AVENUE WARWICK RI 02889,BOTTOM LINE BAR & GRILL,Seats -  Less than 50,02-28-2017,FSV18997
MjQ0NTY1,2080 NOOSENECK HILL ROAD COVENTRY RI 02816,VENUS PIZZA INC,Seats - 50 or More,02-28-2017,FSV02173
MjQ3MDc0,122 HIGH STREET WESTERLY RI 02891,REALES GROCERY,Cash Registers - 1-2,02-28-2017,MRK00412
MjQ4MjE1,2125 DIAMOND HILL ROAD CUMBERLAND RI 02864,CVS PHARMACY  NO 2506,Cash Registers - 3-5 ,02-28-2017,MRK06000
MjUwOTEw,2757 POST ROAD WARWICK RI 02886,DOMINO'S PIZZA,Seats -  Less than 50,02-28-2017,FSV21132
MjUyMjk3,1143 MAIN STREET WEST WARWICK RI 02893,DEVINE FOODS INC,Caterer or Commissary,02-28-2017,FSV22226
MjUyODUw,416 BUTTONWOODS AVENUE WARWICK RI 02886,BUTTONWOODS FISH AND CHIPS,Seats -  Less than 50,02-28-2017,FSV22288
MjU1MTE5,1111 PARK AVENUE CRANSTON RI 02910,DUNKIN DONUTS,Seats -  Less than 50,02-28-2017,FSV24055
MjYwNTkw,460 PONTIAC AVENUE CRANSTON RI 02910,SAMS FOOD STORE,Cash Registers - 1-2,02-28-2017,MRK07801
MjYzNTU4,957 MAIN ST WEST WARWICK RI 02893,DOMINOS PIZZA,Seats -  Less than 50,02-27-2017,FSV29095
NDEzNDU1,1478 ATWOOD AVE JOHNSTON RI 02919,BAR 101,Seats - 50 or More,02-27-2017,FSV30934
NDE0MTI4,333 MAIN ST WAKEFIELD RI 02879,MARY MURPHYS,Seats - 50 or More,02-27-2017,FSV31196
NDE1NDQy,115 COWESETT AVE WEST WARWICK RI 02893,FRESCO,Seats - 50 or More,02-27-2017,FSV31950
MjUyMzY3,50 MURRAY STREET PROVIDENCE RI 02909,AMERICANA EXPO CENTER LLC,Seats -  Less than 50,02-25-2017,FSV21981
MjQ2Mjc1,176 WASHINGTON STREET WARWICK RI 02888,JOHNSON GILCHRIST GOFF POST 183,Food Service (Non-Profit),02-24-2017,FSV10940
MjM5MTg0,25 SPRAY ROCK ROAD WESTERLY RI 02891,WEEKAPAUG INN AND COTTAGES LLC,Seats - 50 or More,02-23-2017,FSV01079
MjQzODk5,165 SHORE ROAD WESTERLY RI 02891,VENICE RESTAURANT,Seats - 50 or More,02-23-2017,FSV20923
NDE0MTEy,115 EMPIRE ST PROVIDENCE RI 02903,AS220 FOOD AND DRINK,Caterer or Commissary,02-23-2017,FSV31201
MjQxODc3,93 HOPE STREET PROVIDENCE RI 02906,SAWADDEE THAI REST,Seats -  Less than 50,02-22-2017,FSV17629
MjYwODI3,300 GEORGE WATERMAN ROAD JOHNSTON RI 02919,SURA RESTAURANT,Seats - 50 or More,02-22-2017,FSV27332
MjYyODEx,162 GRANITE STREET WESTERLY RI 02891,DUNKIN DONUTS,Seats -  Less than 50,02-22-2017,FSV28517
MjYzOTc2,1669 CRANSTON ST CRANSTON RI 02920,KNIGHTSVILLE PUB,Seats -  Less than 50,02-22-2017,FSV29084
MjY2MDg5,7780 POST RD NORTH KINGSTOWN RI 02852,KWIK MART,Cash Registers - 1-2,02-22-2017,MRK08527
MjQ3NzI2,636 WEST SHORE RD WARWICK RI 02889,SHOP N GO,Cash Registers - 1-2,02-21-2017,MRK05507
MjYxMzA1,235 THAYER STREET PROVIDENCE RI 02906,CHIPOTLE MEXICAN GRILL,Seats -  Less than 50,02-21-2017,FSV27969
MjY0NTI4,198 PUTNAM PIKE JOHNSTON RI 02919,PJS PUB JOHNSTON,Seats - 50 or More,02-21-2017,FSV29470
MzU4Nzk2,644 OAKLAWN AVE CRANSTON RI 02920,KATTAN MARKET,Cash Registers - 1-2,02-21-2017,MRK08644
NjYyODE3,121 EMPIRE ST PROVIDENCE RI 02903,MULDOWNEYS PUB,Seats - 50 or More,05-01-2018,FSV32714
NjYyODY1,2 ATLANTIC BLVD NORTH PROVIDENCE RI 02904,SALVATORE MANCINI RESOURCE AND ACTIVITY CENTER,Seats - 50 or More,05-01-2018,FSV32731
MjQwNjYy,71 SAYLES HILL ROAD NORTH SMITHFIELD RI 02896,SAYLES HILL ROD & GUN CLUB,Seats - 50 or More,04-30-2018,FSV16191
MjQzODY2,2 LEGION WAY WEST WARWICK RI 02893,AMERICAN LEGION POST NO 2,Seats -  Less than 50,04-30-2018,FSV01955
MjQ2MTE2,866 WEST MAIN ROAD MIDDLETOWN RI 02842,ISLAND CINEMA 10,Seats -  Less than 50,04-30-2018,FSV10404
NDEzNzQ4,55 TOLL GATE HILL FARM RD WARWICK RI 02886,ALL AMERICAN ASSISTED LIVING AT WARWICK,Seats - 50 or More,02-21-2017,FSV31864
NDE0OTY4,2574 W SHORE RD WARWICK RI 02886,TACO BELL,Seats -  Less than 50,02-21-2017,FSV31861
MjQ4MTA4,1280 BROAD STREET PROVIDENCE RI 029052933,FAMILY DOLLAR STORES OF RI NO 2190,Cash Registers - 1-2,02-20-2017,MRK05891
MjQ4MDU1,1734 MAIN STREET WEST WARWICK RI 02893,CVS PHARMACY NO 2323,Cash Registers - 3-5 ,02-17-2017,MRK05836
MjU1NjM2,32 MAIN STREET HOPKINTON RI 02804,LUCKY HOUSE RESTAURANT,Seats - 50 or More,02-17-2017,FSV24003
MjU3NDI2,1 COWESETT AVENUE WEST WARWICK RI 028933207,WALGREENS NO 09995,Cash Registers - 6 or more ,02-17-2017,MRK07345
MjQwNDU4,55 CUMMINGS WAY WOONSOCKET RI 02895,COMMUNITY CARE ALLIANCE,Food Service (Non-Profit),02-16-2017,FSV15829
MjQwODY2,593 EDDY STREET PROVIDENCE RI 02903,DUDLEY STREET CAFE RI HOSPITAL,Food Service (Non-Profit),02-16-2017,FSV16471
MjQ0ODAx,MARKET SQUARE WOONSOCKET RI 02895,YE OLDE ENGLISH INC,Seats - 50 or More,02-16-2017,FSV02959
MjQ4NDc0,MEADOWBROOK PLAZA WARWICK RI 02889,CVS PHARMACY NO 0733,Cash Registers - 1-2,02-16-2017,MRK02866
MjQ4NTA3,291 THAYER STREET PROVIDENCE RI 02906,CVS PHARMACY NO 0827,Cash Registers - 1-2,02-16-2017,MRK03128
MjUxODk0,134 BENEFIT STREET PAWTUCKET RI 02861,UNIAO PORTUGUESA BENEFICIENTE INC,Food Service (Non-Profit),02-16-2017,FSV21671
MjUyNzkz,2128 ELMWOOD AVENUE WARWICK RI 02888,DUNKIN DONUTS,Seats -  Less than 50,02-16-2017,FSV22292
MjU5MDAy,870 OAKLAWN AVENUE CRANSTON RI 02920,TOMMYS PIZZA II,Seats -  Less than 50,02-16-2017,FSV26675
MjYyNTMw,UNIT 60 WARWICK RI 02886,WASABI JAPANESE CUISINE,Seats - 50 or More,02-16-2017,FSV28649
MjY1MzE2,48 ROLFE SQ CRANSTON RI 02920,CRUGNALE BAKERY,Food Processor Retail - In-State,02-16-2017,FPR03753
MzU4Mjc3,245 MAIN ST WOONSOCKET RI 02895,COMMUNITY CARE ALLIANCE,Food Service (Non-Profit),02-16-2017,FSV30471
MzU5MDMy,231 THAYER ST PROVIDENCE RI 02906,TEALUXE,Seats -  Less than 50,02-16-2017,FSV31937
MzU5MTcy,259 BROADWAY PROVIDENCE RI 02903,PIZZERIA GUSTO,Seats -  Less than 50,02-16-2017,FSV30904
NDEzNzk4,1800 POST RD WARWICK RI 02889,A PIECE OF CAKE LLC,Food Processor Retail - In-State,02-16-2017,FPR04472
NDE0OTY5,691 MAIN ST WARREN RI 02885,SAVORY FARE INC,Food Processor Retail - In-State,02-16-2017,FPR04673
MjQ4MDQy,3336 POST ROAD WARWICK RI 02886,WALGREENS NO  03704,Cash Registers - 6 or more ,02-15-2017,MRK05823
MjUxMTE3,849 CENTERVILLE ROAD WARWICK RI 02886,CHILD INC,Food Service (Non-Profit),02-15-2017,FSV21392
MjU1NjY3,360 COWESETT ROAD WARWICK RI 02886,ST GREGORY THE GREAT CHURCH,Food Service (Non-Profit),02-15-2017,FSV24062
MjU2MzU5,240 SOCIAL STREET WOONSOCKET RI 02895,DUNKIN DONUTS,Seats -  Less than 50,02-15-2017,FSV24988
MjYyOTUw,32 ROMA ST BRISTOL RI 02809,ANGELOS SEAFOOD,Cash Registers - 1-2,02-15-2017,MRK08204
MjQxMzI3,1745 MAIN STREET WEST WARWICK RI 02893,DOMINO'S PIZZA,Seats -  Less than 50,02-14-2017,FSV17048
MjU0NzM0,1738 MAIN STREET WEST WARWICK RI 02893,FAMOUS PIZZA,Seats - 50 or More,02-14-2017,FSV23509
MjU1Njg2,1241 TEN ROD ROAD NORTH KINGSTOWN RI 02852,DUNKIN DONUTS,Seats -  Less than 50,02-14-2017,FSV24448
MjU2NzMx,30 SOUTHWEST AVENUE JAMESTOWN RI 02835,JAMESTOWN WINE & SPIRITS,Cash Registers - 1-2,02-14-2017,MRK07197
MjU4MzIw,951 PONTIAC AVENUE CRANSTON RI 02920,A AND B MART,Cash Registers - 1-2,02-14-2017,MRK07465
